g68_test_result.dt,g68_test_result.platform,g68_test_result.forum_name,g68_test_result.brand,g68_test_result.car_series,g68_test_result.car_model,g68_test_result.content_id,g68_test_result.content_type,g68_test_result.content,g68_test_result.energy_type,g68_test_result.driven_kiloms,g68_test_result.url,g68_test_result.nlp_level_1,g68_test_result.nlp_level_2,g68_test_result.nlp_level_3,g68_test_result.nlp_level_4,g68_test_result.nlp_matched_key,g68_test_result.nlp_summaries,g68_test_result.nlp_rating,g68_test_result.nlp_total_score,g68_test_result.nlp_extra_data,g68_test_result.nlp_time,g68_test_result.nlp_unique_id,g68_test_result.nlp_sentiment
2024-04-25,autohome,宝马5系论坛,宝马,宝马5系,G68,108091778-1444144426,comment,非要把丑说成设计超前是吧？这就是纯粹的丑，没有其他，哪里超前了？别人有的5系全都有，有改革了嘛？没有，只是纯粹的比别的车都丑。就这么简单,油车,NULL,http://club.autohome.com.cn/bbs/thread/4dad9e840bb76bde,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1698436693392488220_1_1,positive
2024-03-20,懂车帝,,宝马,宝马i5,G68,7348334451661177610,comment,特意去看了下新款5系再来评[我想静静]确实不好看，还是我的20款耐看，大气,电车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1708679665901765559_1_1,positive
2024-05-01,懂车帝,,宝马,宝马5系,G68,7363888803599205159,comment,在广东在路上没见过新5系😂,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,1715690480748631614_1_1,negative
2024-06-04,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446199021,comment,看实车才能感觉可以,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,1725856064771759995_1_1,positive
2024-04-13,懂车帝,,宝马,宝马5系,G68,7357256514744648463,comment,其实我觉得挺好看的，非常适合年轻人，可惜我有车了，不然真首选新5系了，而且我觉得未来绝对会超过同级的e和a6,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:54,1742890562585171683_1_1,positive
2024-04-17,autohome,宝马5系论坛,宝马,宝马5系,G68,108032806-1443705067,comment,这个帖子必须要收藏起来。,油车,NULL,http://club.autohome.com.cn/bbs/thread/fc522f1d08564968,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,-4547257618079513994_1_1,positive
2024-04-10,懂车帝,,宝马,宝马5系,G68,7355811832382702374,comment,新五系太像影豹了，新款五系活脱一个加了大鼻子的影豹，影豹是啥车啊，鬼火少年专属车，新五系改成这样要干嘛? 商务气质和高级感和这车已经没关系，这车现在太精神，看看现在销量夸的不行，没想到一代名车宝马五系竟然这样走下神坛了[我想静静],油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-4538434476312494811_1_1,positive
2024-05-16,autohome,宝马5系论坛,宝马,宝马5系,G68,108235957-1445210817,comment,120速度2000转？？  你没开过车吗？,油车,NULL,http://club.autohome.com.cn/bbs/thread/42f451ecbb556a3a,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-4497649277233829800_1_1,positive
2024-03-24,懂车帝,,宝马,宝马5系,G68,1794402849699859,content,现在开18款的320li曜夜，今年准备换车，考虑新5尊享和问界m9，不好选择，各位大佬给点意见。,油车,NULL,https://www.dongchedi.com/ugc/article/1794402849699859,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-4456849895133907283_1_1,neutral
2024-01-29,autohome,宝马5系论坛,宝马,宝马5系,G68,107492592-1439078936,comment,新款5系的外观感觉还可以,油车,NULL,http://club.autohome.com.cn/bbs/thread/b6ce7b41f2039fcc,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-4403403085769067841_1_1,positive
2024-04-20,autohome,宝马5系论坛,宝马,宝马5系,G68,108057243-1443864315,comment,楼主买E或者A6吧！这代5系真的丑出了天际,油车,NULL,http://club.autohome.com.cn/bbs/thread/f397399581ed103a,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-4376327442727862326_1_1,negative
2024-05-12,autohome,宝马5系论坛,宝马,宝马5系,G68,108213269-1445020626,comment,确实，本身设计的就丑，国产画蛇添足的更丑，尤其C柱那个大大的5，又增加驼背感和汽配风。,油车,NULL,http://club.autohome.com.cn/bbs/thread/3ac7f59e5e82147d,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-4371498488576513231_1_1,neutral
2024-03-10,autohome,宝马5系论坛,宝马,宝马5系,G68,107741573-1441292540,comment,宝马设计师绝对是人才,油车,NULL,http://club.autohome.com.cn/bbs/thread/08727e10a1fb6b5b/107741573-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,-4327343477923343490_1_1,neutral
2024-01-26,懂车帝,,宝马,宝马5系,G68,7328297891487350793,content,全新宝马5系上市，能不能干赢奔驰E级,油车,NULL,https://www.dongchedi.com/ugc/article/7328297891487350793,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:44,-4261279391268608292_1_1,neutral
2024-04-04,懂车帝,,宝马,宝马5系,G68,7353833939876233993,comment,新款5系丑的一批，无法直视。严重怀疑是奔驰奥迪的设计师打入了内部[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-4238894973516193729_1_1,negative
2024-04-27,懂车帝,,宝马,宝马5系,G68,7362110540954551079,comment,新5系的设计灵感找到了,油车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-4208926570040917919_1_1,positive
2024-05-29,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445896463,comment,这代5系最不保值相信很快就能看出来,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-4180911403563788133_1_1,negative
2024-05-28,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445846374,comment,比7系好，7是真的丑,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-4163518678177612490_1_1,neutral
2024-03-30,懂车帝,,宝马,宝马5系,G68,7351953356657230646,comment,新5和新7的前脸不能说难看，是太丑了[我想静静][我想静静],油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,-4136850436985825463_1_1,neutral
2024-03-21,懂车帝,,宝马,宝马5系,G68,7348629325644448549,comment,新7新5都有些失败,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:48,-4133689291053588087_1_1,negative
2024-03-19,懂车帝,,宝马,宝马5系,G68,1793917867798538,content,订了新5系525 落地46 车价41多点 求个车友群！,油车,NULL,https://www.dongchedi.com/ugc/article/1793917867798538,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,-4068610078826127228_1_1,positive
2024-05-29,autohome,宝马5系论坛,宝马,宝马5系,G68,108273873-1445898936,comment,6GT比5系贵10W，能叫平替？一点也不平好不,油车,NULL,http://club.autohome.com.cn/bbs/thread/aacceaf76663bea5,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:49,-4040878811659615771_1_1,negative
2024-03-30,懂车帝,,宝马,宝马5系,G68,1794921277441035,content,很多人没注意到新5系的销量已经崩了。 油电同出的平台化考量让新5系丧失了和6E相比独特的情绪价值。 行政轿车是BBA抵抗新能源的最坚固的堡垒，纯油甚至可以撑到这一代新产品生命周期结束。 X5L跟新5系两台车的市场反馈可谓是两个极端，你首先要懂之前的用户为什么买你。,油车,NULL,https://www.dongchedi.com/ugc/article/1794921277441035,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,-4018854067719496300_1_1,negative
2024-05-24,autohome,宝马5系论坛,宝马,宝马5系,G68,108227267-1445619693,comment,不错，确实挺好，路上稀有度比新E低多了，辨识度也高,油车,NULL,http://club.autohome.com.cn/bbs/thread/3fca4057bad62206/108227267-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,-4006369301591593480_1_1,positive
2024-05-08,懂车帝,,宝马,宝马5系,G68,7366498909093020427,comment,每个人审美不一样，我还是觉得要想拯救宝马，必须改款。还是23款经典，新五系丑的没法看，换了标就是十万左右的价值,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:52,-3970237189588667562_1_1,negative
2024-01-24,autohome,宝马5系论坛,宝马,宝马5系,G68,107461723-1438839605,comment,太有钱了,油车,NULL,http://club.autohome.com.cn/bbs/thread/586358df2da5ea97/107461723-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,-3923897738664642307_1_1,neutral
2024-01-29,autohome,宝马5系论坛,宝马,宝马5系,G68,107492592-1439084420,comment,左边这个是真好看,油车,NULL,http://club.autohome.com.cn/bbs/thread/b6ce7b41f2039fcc,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,-3891182801250877414_1_1,positive
2024-04-01,懂车帝,,宝马,宝马5系,G68,7352731368466072356,comment,新5系丑出新高度，油改电，不伦不类的，估计要凉凉了[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,-3846208387029639119_1_1,negative
2024-01-21,懂车帝,,宝马,宝马5系,G68,7326502068523368457,content,你大爷究竟还是不是你大爷呢？抢先体验 #宝马新5系,油车,NULL,https://www.dongchedi.com/ugc/article/7326502068523368457,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:53,-3815459409379139654_1_1,neutral
2024-05-17,autohome,宝马5系论坛,宝马,宝马5系,G68,108250688-1445279297,comment,武大郎还能品味成武松,油车,NULL,http://club.autohome.com.cn/bbs/thread/476fb5b77530fca5,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,-2750464422636964873_1_1,positive
2024-06-11,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446551339,comment,简直丑出了天,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:31,-2749325911937272355_1_1,negative
2024-01-26,autohome,宝马5系论坛,宝马,宝马5系,G68,107472480-1438923103,comment,会的，参考EQE，不急的建议先等等,油车,NULL,http://club.autohome.com.cn/bbs/thread/1b35e95219e14d37,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2724507101128002749_1_1,positive
2024-06-02,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446068677,comment,自己喜欢就好，我下半年a7要换735了，别人爱说啥说啥去，我自己花钱买车，又不是给别人买的,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2705624915377827189_1_1,positive
2024-02-09,懂车帝,,宝马,宝马5系,G68,7333163611923514149,comment,新5系的腰线一言难尽，暂时还不能接受[我想静静],油车,NULL,,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2702247090280134795_1_1,neutral
2024-05-31,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446010928,comment,销量确实证明一切！你知道以前的销量吗？丑不让说吗,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2693425367137504797_1_1,negative
2024-05-31,autohome,宝马i5论坛,宝马,宝马i5,G68,108262083-1446015213,comment,等降价的有一大波人，不是不好卖，是怕降的太狠了被割的心里不平衡,电车,NULL,http://club.autohome.com.cn/bbs/thread/d1444bc024a65dda/108262083-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2691459937864916082_1_1,neutral
2024-05-04,autohome,宝马5系论坛,宝马,宝马5系,G68,108159471-1444556910,comment,新m5,油车,NULL,http://club.autohome.com.cn/bbs/thread/57ef5f73f15e5c68,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2690564537884227743_1_1,positive
2024-05-13,懂车帝,,宝马,宝马5系,G68,7368371560350581515,comment,不明白新五系为什么要那么急[捂脸]现在优惠11万了都,油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2634561686019772709_1_1,negative
2024-06-04,autohome,宝马5系论坛,宝马,宝马5系,G68,108362701-1446229054,comment,你原本是开合资品牌的车？呵…宝马也是哦，太水了，装都不会…,油车,NULL,http://club.autohome.com.cn/bbs/thread/66d951baa42a2597,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:32,-2633425825673832628_1_1,neutral
2024-01-02,懂车帝,,宝马,宝马i5,G68,7319318873096995599,comment,昨天4s店后台看到了标轴525的在途新5系，2月就到了，530目前没看到，销售说不会 我觉得不可能,电车,NULL,,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-2603397404493362969_1_1,positive
2024-02-27,懂车帝,,宝马,宝马5系,G68,7339964157178937385,content,全新宝马5系，堪称小7系？,油车,NULL,https://www.dongchedi.com/ugc/article/7339964157178937385,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:33,-2581082323514311355_1_1,positive
2024-03-30,懂车帝,,宝马,宝马5系,G68,7352070224860381234,content,全新宝马5系试驾感受,油车,NULL,https://www.dongchedi.com/ugc/article/7352070224860381234,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:35,-2538444865717719983_1_1,positive
2024-05-16,autohome,宝马5系论坛,宝马,宝马5系,G68,108235957-1445210935,comment,这篇作文有点假。,油车,NULL,http://club.autohome.com.cn/bbs/thread/42f451ecbb556a3a,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-2439498339204290931_1_1,negative
2024-05-28,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1445845883,comment,这车放在外面，人看了都要说上一句“这宝马真丑”，这话你能一直听到你换车。。,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:38,-2418978454838607764_1_1,neutral
2024-05-19,autohome,宝马5系论坛,宝马,宝马5系,G68,108237069-1445343491,comment,驼背治不好再改也没用,油车,NULL,http://club.autohome.com.cn/bbs/thread/c9eee0f60883dc5b,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-2413278528766430650_1_1,neutral
2024-05-08,autohome,宝马5系论坛,宝马,宝马5系,G68,108183878-1444795842,comment,这代5系就i5M60好看，其他的真的不咋地,油车,NULL,http://club.autohome.com.cn/bbs/thread/86fdae223e090aad/108183878-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:40,-2375650793902331281_1_1,neutral
2024-03-17,autohome,宝马5系论坛,宝马,宝马5系,G68,107796145-1441764426,comment,一个纯电动车，40多万，有国货香吗,油车,NULL,http://club.autohome.com.cn/bbs/thread/0dc806b3b53cd04d,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:42,-2316412521848306876_1_1,positive
2024-05-14,autohome,宝马5系论坛,宝马,宝马5系,G68,108228285-1445113884,comment,上个月提的23款，大连屏欣赏不了,油车,NULL,http://club.autohome.com.cn/bbs/thread/6ae903f0a19215d6,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,-2204651172146948985_1_1,positive
2024-04-11,懂车帝,,宝马,宝马5系,G68,7356389443898606386,comment,哪怕玩觉得新5很丑，但是这种强行碰瓷就算了，[我想静静],油车,NULL,,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:45,-2185914142168221083_1_1,negative
2024-01-18,autohome,宝马5系论坛,宝马,宝马5系,G68,107415482-1438445918,comment,减配无底线,油车,NULL,http://club.autohome.com.cn/bbs/thread/ed973fc2771d6366,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:47,-2132639308148947320_1_1,neutral
2024-06-08,autohome,宝马5系论坛,宝马,宝马5系,G68,108304461-1446396072,comment,打电话让我置换，525Li运动36落地，跟我3系一个价格了,油车,NULL,http://club.autohome.com.cn/bbs/thread/5ef9f07b9ce23c76/108304461-1.html,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,-1955033811226477929_1_1,neutral
2024-05-14,懂车帝,,宝马,宝马5系,G68,1799035077630979,content,新五系就一个拖车钩吗？新525,油车,NULL,https://www.dongchedi.com/ugc/article/1799035077630979,others,,others,others,,,5,5,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,-1940137468202958244_1_1,positive
2024-05-25,autohome,宝马i5论坛,宝马,宝马i5,G68,108262083-1445688658,comment,你了别逗了，这位作者，iX3完全没影响X3， 同理三系也没受影响。隔壁奔驰也没受影响，就是丑闹得，没别的，把设计师开了，把后屁股罗锅子改了才行，侧面后部不改，永无翻身之日,电车,NULL,http://club.autohome.com.cn/bbs/thread/d1444bc024a65dda/108262083-1.html,others,,others,others,,,1,1,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:51,-1938885885111909902_1_1,negative
2024-02-23,autohome,宝马5系论坛,宝马,宝马5系,G68,107624037-1440252535,comment,TU1,油车,NULL,http://club.autohome.com.cn/bbs/thread/55a7ff51eb97d503,others,,others,others,,,3,3,"{""emt_flag"": [], ""labels"": []}",2024-06-13 15:48:28,5642554830670562025_1_1,neutral
